,Game_ID,Rated_(T/F),Number_of_Turns,Game_Status,Winner,Time_Increment,Moves,Opening_Eco,Opening_Ply,Game_Duration,Elo_Difference,Duration_Category,Opening,Time_Per_Move,White_Rating_Tier,Black_Rating_Tier,Average Time
12127,r2oWdapQ,True,44,draw,draw,10+0,e4 c6 d4 d5 exd5 cxd5 Nf3 Nf6 Nc3 Nc6 a3 Bf5 Bd3 Bxd3 Qxd3 e6 O-O Bd6 Re1 O-O Ne5 Bxe5 dxe5 Nxe5 Rxe5 Qd6 Re1 Ng4 g3 Qc5 Rf1 d4 Ne4 Qh5 h4 Rfd8 Bd2 Qf5 Nc5 Qxc5 Rac1 Ne5 Qe2 Qd5,B13,5,9.11,225,Short,Caro-Kann Defense: Exchange Variation,0.21,Advanced,Intermediate,0.02
12128,fGu3oDwW,True,92,resign,black,10+0,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 d6 d4 exd4 cxd4 Bb6 O-O Bg4 d5 Ne5 Be2 Nxf3+ Bxf3 Bxf3 Qxf3 f6 Nc3 a6 Re1 Qd7 Be3 Bxe3 Rxe3 Ne7 Ne2 Ng6 Nf4 Nxf4 Qxf4 O-O Rh3 Rf7 Qh4 g6 Qh6 Rg7 Qf4 Rf8 Rc1 Qb5 Rb3 Qa4 Rxb7 Qxa2 Rcxc7 Rxc7 Rxc7 Rf7 Rc8+ Kg7 Qc1 Qa4 f3 Qd4+ Kh1 Rb7 Rc7+ Rxc7 Qxc7+ Kh6 Qc1+ Kg7 h3 Qb6 Kh2 Kf7 Qc3 Ke7 b4 Qb7 Kg3 h6 h4 Kf7 Qc4 Ke7 Kh3 Kd8 g4 h5 gxh5 gxh5 Qc3 Qc8+ Kg3 Qxc3,C53,12,17.19,-458,Short,Italian Game: Classical Variation |  La Bourdonnais Variation,0.19,Beginner,Advanced,0.01
12129,44FvhS2j,True,92,outoftime,black,10+0,e4 g6 d4 Bg7 Nf3 d6 Be2 Bg4 h3 Bd7 O-O e6 e5 Ne7 Bg5 O-O Qd2 Nbc6 c3 dxe5 Nxe5 f6 Nxd7 Qxd7 Be3 Rad8 Qc2 a6 Na3 b5 Rad1 Qc8 Nb1 Nd5 Bd2 e5 dxe5 Nxe5 Qe4 Rfe8 f4 Nc4 Qf3 Nde3 Bxe3 Nxe3 Rxd8 Qxd8 Rc1 c6 Qxc6 Nd5 Bf3 Nxf4 c4 f5 cxb5 Bxb2 Rf1 Bd4+ Kh1 axb5 Qxb5 Ne2 Bxe2 Re5 Bc4+ Kg7 Qb7+ Re7 Qb4 Be5 Bb3 Bb8 Nd2 Qc7 Nf3 Re4 Qd2 Re7 Qd4+ Kh6 Rd1 Ba7 Qh4+ Kg7 Ng5 h6 Nf3 g5 Qg3 f4,B06,4,20.51,52,Short,Robatsch (Modern) Defense,0.22,Advanced,Intermediate,0.01
12130,8nHOVQF6,True,95,resign,white,10+0,e4 e5 Nf3 Nf6 Bc4 Nxe4 d3 d5 dxe4 dxc4 Qxd8+ Kxd8 Nxe5 Be6 O-O Bd6 Rd1 Ke7 Nf3 Rd8 Re1 Kf8 Ng5 Kg8 Nxe6 fxe6 Be3 Nc6 a3 Ne5 f3 b5 Nc3 a6 h3 Rf8 Ne2 Rf7 Nd4 Re8 Rad1 Rf6 Bd2 Bc5 c3 Rg6 Kf2 Rf8 Rg1 Nd3+ Ke2 Nxb2 Rb1 Nd3 a4 e5 Nf5 Bxg1 Rxg1 Kh8 axb5 axb5 Ne3 c6 Be1 Nf4+ Kf2 c5 Bd2 Ra8 Rd1 Ra2 Ng4 Nd3+ Ke2 b4 cxb4 cxb4 Ke3 c3 Kxd3 cxd2 Rxd2 Rxd2+ Kxd2 b3 Kc3 Rb6 Kb2 Rb5 Ne3 Kg8 Nf5 Kf7 Nd6+,C42,5,15.86,51,Short,Russian Game: Urusov Gambit,0.17,Advanced,Intermediate,0.01
12131,qmgBZIYJ,True,56,resign,white,10+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nf3 Nf6 Nc3 Bb4 Bd3 O-O Bd2 Nd4 O-O Bxc3 Bxc3 Nxf3+ Qxf3 d6 Qd1 Be6 a3 Rc8 Rc1 Bc4 Bxc4 Rxc4 f3 Qb6+ Kh1 Rfc8 Qd3 Nd7 Bb4 Rd4 Qe2 Nc5 Rcd1 Na4 Rxd4 Qxd4 Rd1 Qxb2 Bxd6 Rxc2 Qf1 Nc3 Bxe5 Qxa3 Rd8+ Qf8 Rxf8+ Kxf8,B33,11,7.0,70,Short,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,0.13,Advanced,Intermediate,0.02
12132,wEjmMabt,True,32,mate,black,10+0,e4 e5 Nf3 Nc6 Bc4 Bc5 d4 Bxd4 Bxf7+ Kxf7 Ng5+ Kf8 c3 Bb6 Qb3 Qf6 O-O h6 Be3 hxg5 Bxb6 axb6 Nd2 Qh6 h3 d6 Nf3 Bxh3 gxh3 Qxh3 Nxg5 Qg4#,C50,7,3.18,-145,Short,Italian Game: Rosentreter Gambit,0.1,Intermediate,Advanced,0.03
12133,5y5Cjkej,True,89,outoftime,white,10+0,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 h6 a4 O-O h3 a6 Nc3 d6 Re1 Nd4 Be3 c6 Bxd4 exd4 Ne2 Bb4 c3 dxc3 bxc3 Ba5 Qc2 b5 axb5 axb5 Bb3 Be6 Bxe6 fxe6 Nfd4 Qd7 Qb3 d5 e5 Nh7 Rf1 Bc7 Nf3 Qf7 Rxa8 Rxa8 d4 Qf5 Qb2 Rf8 Ng3 Qf4 Qd2 Ba5 Qxf4 Rxf4 Rc1 g6 Ne1 Ng5 Nd3 Rf8 Nc5 Re8 h4 Nf7 Ne2 g5 hxg5 hxg5 Ng3 Bb6 Nd7 Bd8 Nh5 Re7 Nhf6+ Kg7 g4 Nh6 f3 Rf7 Nh5+ Kg6 Nc5 Rxf3 Kg2,C50,6,20.31,-397,Short,Giuoco Piano,0.23,Advanced,Advanced,0.01
12134,4Za5ti33,True,77,resign,white,10+0,f4 e6 Nf3 Be7 e3 Bh4+ Nxh4 Qxh4+ g3 Qe7 Bg2 Nc6 b3 Nf6 Bb2 d5 O-O h5 h4 Ng4 Bxg7 Rg8 Bb2 f5 Qe1 Bd7 c4 dxc4 bxc4 Rg6 d4 Qb4 Bc3 Qxc4 Na3 Qd3 Rf3 Qa6 Nc2 Ne7 Nb4 Qd6 e4 c6 e5 Qc7 Rb1 Nd5 Nxd5 cxd5 Bb4 Kf7 Bd6 Qc4 Qc3 Bc6 Qxc4 dxc4 Rc3 Bd5 Bxd5 exd5 Rxb7+ Kg8 Ra3 Rg7 Rxg7+ Kxg7 Ra6 Kf7 Rc6 Ne3 Kf2 Ng4+ Ke2 Rb8 Bxb8,A02,1,15.04,533,Short,Bird Opening,0.2,Master,Advanced,0.01
12135,VRiPB8ap,True,31,resign,white,10+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 Bg7 Nf3 d6 a3 Nf6 Bd3 O-O O-O d5 exd5 Nxd5 Nxd5 Qxd5 h3 h6 Re1 Kh7 c3 a6 Bc2 Re8 Qxd5,B34,9,4.14,-202,Short,Sicilian Defense: Accelerated Dragon |  Modern Variation,0.13,Intermediate,Advanced,0.03
12136,yib185CP,True,59,resign,white,10+0,d4 d5 c4 c6 Nc3 Nf6 cxd5 Nxd5 Nxd5 Qxd5 e3 e5 Nf3 e4 Nd2 Bb4 a3 Ba5 b4 Bc7 Bc4 Qd6 Nxe4 Qg6 Ng3 O-O Bd3 Qd6 O-O Nd7 Bc2 h6 e4 Bb6 Bb2 Re8 Bb3 Nf8 e5 Qc7 Qd3 Be6 Bc2 Rad8 Rad1 Re7 Nh5 a6 Qg3 f5 exf6 Qxg3 Nxg3 gxf6 d5 cxd5 Bxf6 Rf7 Bxd8,D10,5,13.2,255,Short,Slav Defense #2,0.22,Advanced,Intermediate,0.02
12137,wVL70DHa,True,138,outoftime,draw,10+0,e4 Nc6 Nf3 e5 Bc4 Nf6 O-O Bc5 d3 h6 a4 O-O c3 a5 Ba2 d6 Qe1 Bg4 Nfd2 Re8 h3 Be6 b3 Qd7 Nf3 Nh5 Na3 Ng3 d4 exd4 fxg3 dxc3+ Kh2 Nb4 Qxc3 Nxa2 Rxa2 Bb4 Qd3 Qc6 Rc2 Qd7 Nc4 c6 Bd2 b5 Nb6 Qb7 Nxa8 Bc5 Be3 Bxe3 Qxe3 Qxa8 axb5 cxb5 Rfc1 a4 bxa4 bxa4 Qa3 Bb3 Rc3 Qxe4 Qxd6 g6 Re1 Qa8 Rxe8+ Qxe8 Qa3 Qd7 Rxb3 axb3 Qxb3 Qd6 Qe3 Kg7 Qe5+ Qf6 g4 g5 g3 Kg6 Qe4+ Kg7 Qe5 Kg6 Qxf6+ Kxf6 Kg2 Ke6 Kf2 f5 Ke3 fxg4 hxg4 Kf6 Ke4 Ke6 Nd4+ Kf6 Nf5 Kg6 Ke5 h5 Ne7+ Kh6 gxh5 Kxh5 Nf5 Kg4 Kf6 Kh5 Ne3 g4 Kf5 Kh6 Kxg4 Kg6 Nd5 Kf7 Kg5 Kg7 g4 Kf7 Kh6 Kg8 g5 Kh8 g6 Kg8 Nf4 Kh8 Nh5 Kg8 Nf6+ Kf8,C55,6,17.68,-407,Short,Italian Game: Two Knights Defense,0.13,Intermediate,Advanced,0.01
12138,IDFzxPkd,True,26,resign,black,10+0,d4 d5 c4 c6 cxd5 Qxd5 Nc3 Qd8 Bf4 e6 a3 Bd6 Bxd6 Qxd6 e4 Qe7 Bc4 Nd7 Nf3 Ngf6 e5 Nd5 O-O O-O b4 Nxc3,D10,5,2.48,-126,Short,Slav Defense: Exchange Variation,0.1,Intermediate,Intermediate,0.04
12139,Hd6v1a5z,True,92,resign,black,10+0,e4 c5 Nf3 Nc6 c3 Nf6 d3 g6 Be2 Bg7 O-O O-O Be3 d6 h3 b5 Nbd2 Bb7 Qc2 a5 b3 b4 Nb1 Nd7 a3 Qc7 Bc1 bxc3 Nxc3 Nd4 Qd1 Nxe2+ Nxe2 Bxa1 d4 cxd4 Qd3 Nc5 Qb1 Bc3 Nexd4 Bxe4 Qa2 Rab8 Bh6 Bd5 Rc1 Bxd4 Nxd4 Bxb3 Nxb3 Rfc8 Nd4 e5 Nf3 Qe7 Bg5 Qe6 Qe2 f6 Bh6 Nd7 Rd1 d5 g4 d4 Nxd4 Qc4 Qe4 exd4 Rxd4 Qf7 Bf4 Ne5 Ra4 Qb3 Rxa5 Qd1+ Kh2 Nf3+ Kg2 Qg1+ Kxf3 Qh1+ Ke3 Re8 Re5 Rb3+ Kd2 Qxe4 Rxe4 Rxe4,B30,4,15.47,-54,Short,Sicilian Defense: Old Sicilian,0.17,Advanced,Advanced,0.01
12140,AYnIjKyu,True,60,mate,black,10+0,d4 d5 Nf3 Bf5 e3 a6 c4 e6 Nc3 Bb4 Qa4+ Nc6 c5 Bxc3+ bxc3 Ne7 Nh4 O-O f3 e5 Nxf5 Nxf5 g3 exd4 exd4 Qf6 Kf2 Rfe8 Bd3 Nfxd4 cxd4 Nxd4 f4 Nf5 Bd2 b5 cxb6 Qxb6+ Kg2 d4 Rab1 Qe6 Qc2 Qd5+ Kh3 Ne3 Bxh7+ Kh8 Bxe3 Qh5+ Kg2 Rxe3 Be4 Re2+ Kf1 Rxc2 Bxa8 Qe2+ Kg1 Qf2#,D02,3,19.36,146,Short,Queen's Pawn Game: Zukertort Variation,0.32,Master,Advanced,0.02
12141,gJdKkGrL,True,60,resign,black,10+0,e4 e5 Nc3 Nf6 Nf3 d6 d4 exd4 Nxd4 Be7 Be2 O-O O-O c5 Nf5 Nc6 Bf4 Be6 Nxe7+ Qxe7 Qxd6 Rfd8 Qxe7 Nxe7 Rad1 Ng6 Bd6 b6 Bf3 Bg4 e5 Bxf3 gxf3 Nd7 Rfe1 Re8 Nd5 Ndxe5 Kg2 Nh4+ Kg3 Nf5+ Kf4 Nxd6 Rxe5 Rxe5 Kxe5 Nc4+ Kf5 Nxb2 Re1 Rd8 Ne7+ Kf8 Nc6 Rd5+ Ke4 Rd6 Nxa7 Re6+,C42,5,11.28,-46,Short,Russian Game: Three Knights Game,0.19,Advanced,Advanced,0.02
12142,hCT7kEBW,True,70,mate,black,10+0,d4 d5 Nf3 c6 Bf4 Bg4 e3 Nd7 Nbd2 e6 Bd3 Ngf6 h3 Bh5 c3 Bg6 Bxg6 hxg6 Bg5 Bd6 O-O Qc7 a4 Rh5 h4 Ng4 Ne5 Ngxe5 dxe5 Nxe5 f4 Nd3 b4 f6 Qc2 fxg5 Qxd3 Rxh4 Qxg6+ Qf7 Qxg5 Rh5 Qg4 O-O-O Rac1 Rdh8 Nf3 Rh1+ Kf2 Rxf1+ Rxf1 Qf6 Nd4 Kd7 Ke2 Rh4 Qg5 Rh6 Qxf6 gxf6 Nf3 b6 Kd3 a6 g4 c5 b5 c4+ Kd4 Bc5#,D02,3,8.52,63,Short,Queen's Pawn Game: Zukertort Variation,0.12,Advanced,Advanced,0.01
12143,Ze8jNa11,False,75,draw,draw,60+40,g3 d5 Bg2 e6 d3 Nf6 Nf3 c5 O-O Bd6 Nbd2 e5 e4 d4 Nc4 Nc6 Nxd6+ Qxd6 c3 dxc3 bxc3 Bd7 h3 Rd8 Bg5 h6 Bxf6 Qxf6 Qb3 Bxh3 Bxh3 Qxf3 Qxb7 Ne7 Bg2 Qe2 Qb5+ Kf8 Qxc5 Rxd3 Qxe5 Ng6 Qb8+ Ke7 Qxa7+ Kd6 Qb6+ Ke7 e5 Rhd8 Qc5+ Ke6 f4 f5 exf6 Kxf6 Rf2 Qg4 Rb1 Qxg3 f5 Nf4 Rb6+ Kg5 Rg6+ Nxg6 fxg6+ R8d5 Qe7+ Kh5 Qe2+ Kg5 Qe7+ Kh5 Qe2+,A00,4,141.7,449,Short,Hungarian Opening: Catalan Formation,1.89,Master,Advanced,0.01
12144,jkA9jIQH,True,24,resign,black,10+0,e4 e6 Nc3 d5 Nf3 c6 d4 Bb4 a3 Bxc3+ bxc3 dxe4 Ne5 Nf6 g4 Bd7 a4 c5 g5 Nd5 Bc4 Nxc3 Qe2 Nxe2,C00,5,3.16,66,Short,French Defense: Two Knights Variation,0.13,Advanced,Advanced,0.04
12145,SJPQiiuu,True,62,mate,black,10+0,e3 Nc6 c3 d5 Nf3 Nf6 d3 e5 d4 exd4 exd4 Ne4 Be2 Bd6 O-O h5 g3 h4 Ng5 hxg3 fxg3 Nxg5 Bh5 g6 Bf3 Nh3+ Kg2 Be6 b4 Qd7 Na3 O-O-O Nb5 a6 Nxd6+ Qxd6 Bg4 Ne7 Qe2 Rde8 b5 a5 Rf6 Ng8 Bxe6+ Kb8 Qg4 Nxf6 Bf4 Nxf4+ Qxf4 Qxe6 Rb1 Rh5 b6 Qe2+ Qf2 Rxh2+ Kxh2 Qxf2+ Kh3 Rh8#,A00,1,10.64,-532,Short,Van't Kruijs Opening,0.17,Intermediate,Advanced,0.02
12146,VZ1SuDXc,True,39,mate,white,10+0,d4 d5 c4 Nf6 e3 Nc6 Bd2 e5 Bd3 exd4 exd4 Nxd4 Nf3 Bg4 Be2 Bxf3 Bxf3 Qe7+ Be3 Nxf3+ gxf3 d4 Qxd4 Rd8 Qc3 Qe6 Na3 Bxa3 bxa3 O-O O-O Qh3 Bc5 Nh5 Kh1 Nf4 Rg1 Rd3 Qxg7#,D06,4,3.92,-401,Short,Queen's Gambit Refused: Marshall Defense,0.1,Intermediate,Advanced,0.03
12147,UryOJ0bg,True,52,mate,black,10+0,e4 c5 Nf3 e6 Nc3 a6 d3 Nc6 Be2 g6 O-O Bg7 Bd2 Nge7 Ne1 O-O Qb1 Nd4 Bd1 f5 Nf3 b6 Nxd4 cxd4 Na4 fxe4 dxe4 Bb7 Bf3 Qc7 c4 Be5 b3 Bxh2+ Kh1 Rxf3 gxf3 Rf8 Kg2 Nf5 exf5 Rxf5 Qxf5 gxf5 Kh3 Bxf3 Bg5 Bg4+ Kh4 Bf4 f3 Bg3#,B40,4,9.91,-117,Short,Sicilian Defense: French Variation,0.19,Advanced,Master,0.02
12148,KJst3X08,True,125,resign,black,10+0,e4 d6 d4 e6 Bc4 a6 a3 b6 Be3 Bb7 Nc3 Nf6 Qd3 Nc6 Nge2 Be7 O-O-O Na5 Ba2 c5 e5 dxe5 dxe5 Ng4 Qxd8+ Rxd8 Rxd8+ Kxd8 Rd1+ Kc7 Rd3 Bxg2 Nf4 Bc6 h3 Nxe5 Rd1 Nac4 Rg1 g6 Nd3 Nxe3 fxe3 Nxd3+ cxd3 f5 Bxe6 Rd8 Kc2 b5 Rd1 Kb6 Re1 Bg5 e4 f4 Rg1 Bh4 Rg4 Bg3 Ne2 Bh2 Nxf4 h5 Rxg6 Bxf4 Bd5 Rd6 Rg8 Bxd5 exd5 Rxd5 Rb8+ Ka7 Rh8 Be3 Rh7+ Kb6 Kc3 a5 Rh6+ Kb7 Rh7+ Kc6 Rh6+ Kd7 Rh7+ Ke6 Rh6+ Kf7 Rh7+ Kg6 Ra7 b4+ Kc4 Rd4+ Kxc5 Rd7+ Kc6 Rxa7 Kb5 bxa3 bxa3 Kg5 Kc4 Kh4 a4 Kxh3 Kd5 Kg3 Ke4 Bb6 d4 Bxd4 Kxd4 h4 Ke3 h3 Ke2 Rf7 Kd3 h2 Kc4 h1=Q Kb5,C00,4,17.84,-91,Short,Rat Defense: Small Center Defense,0.14,Advanced,Advanced,0.01
12149,VVUGZmXi,True,34,resign,black,10+0,e4 e6 Nc3 d5 Nf3 Nf6 Bd3 c5 exd5 exd5 O-O Be7 Re1 O-O h3 Nc6 Bf1 Bf5 d3 Re8 Bf4 Qd7 Ne5 Nxe5 Bxe5 b5 Qf3 b4 Bxf6 Bxf6 Nxd5 Bxb2 Ne7+ Kh8,C00,5,6.97,-308,Short,French Defense: Two Knights Variation,0.2,Advanced,Master,0.03
12150,yWF7OTID,True,32,resign,white,10+0,e4 c6 Nf3 e6 d4 d5 Nc3 Nd7 Bg5 Be7 Bxe7 Nxe7 e5 f6 Bd3 fxe5 dxe5 O-O O-O Ng6 Bxg6 hxg6 Qd3 Qe8 Rfe1 Nc5 Qd4 Qe7 Qg4 Qf7 Nh4 Qf5,B10,2,4.15,97,Short,Caro-Kann Defense,0.13,Master,Advanced,0.03
12151,TmcT9dH5,True,48,resign,black,10+0,d4 d5 c4 e6 Nc3 Nf6 Nf3 Nc6 e3 a6 cxd5 exd5 Bd3 Bd6 O-O O-O Ne2 Ne4 Ng3 f5 Bxe4 fxe4 Nd2 Qg5 f3 Qxe3+ Kh1 Bxg3 hxg3 Qxd4 fxe4 Rxf1+ Qxf1 Nb4 exd5 Nc2 Nb3 Qxd5 Rb1 Bg4 Bf4 Re8 Bxc7 Ne3 Qf2 Bh3 Rg1 Qh5,D37,7,6.31,-211,Short,Queen's Gambit Declined: Three Knights Variation,0.13,Advanced,Advanced,0.02
12152,QxtJVKd2,False,61,resign,white,20+10,e4 g6 Nc3 Bg7 d3 a6 g3 b5 Bg2 Bb7 Nge2 c5 O-O d6 d4 Nd7 Re1 cxd4 Nxd4 Ngf6 a3 O-O Nf3 Rc8 Bf4 Nc5 e5 Nh5 exd6 Nxf4 dxe7 Qxd1 exf8=Q+ Bxf8 Raxd1 Nxg2 Kxg2 g5 Nd5 Kg7 h3 h6 Kh2 Ne6 c3 Bc5 Re2 Rd8 Red2 Ba7 Ne5 Nc5 Ne7 Re8 N5c6 Ne4 Rd7 Nxf2 Rf1 Bxc6 Rxa7,B06,2,11.95,-162,Short,Modern Defense,0.2,Advanced,Master,0.02
12153,92WLZW1n,False,106,resign,black,15+10,Nc3 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Bg5 Be7 Nf5 O-O Nxe7+ Nxe7 Bxf6 gxf6 Qd2 d5 O-O-O Be6 h4 c5 g4 a6 Bg2 Qa5 Nxd5 Qxd2+ Rxd2 Nxd5 Bxd5 Rab8 Rg1 Kh8 f4 Rfe8 Rg2 Re7 f5 Bxd5 Rxd5 Rbe8 Kd2 Rc7 c4 Re5 Rd8+ Kg7 Kd3 Rce7 Rf2 Re3+ Kd2 R3e4 g5 Rxh4 gxf6+ Kxf6 Rd6+ Kg5 f6 Rc7 Rd5+ Kg6 Rd3 Rg4 b3 Rc6 e3 b6 Kc3 Re4 Rd5 Rxe3+ Kb2 Rg3 Ka3 Rg5 Rd7 Rf5 Rxf5 Kxf5 Rxf7 h6 Rh7 Kg6 Rg7+ Kxf6 Rh7 Kg6 Ra7 h5 b4 h4 Ra8 Rf6 Rh8 Kg5 b5 axb5 cxb5 Rh6 Rc8 h3 Rc6 h2,A00,5,54.7,238,Short,Van Geet Opening: Napoleon Attack,0.52,Master,Advanced,0.01
12154,NX4pLrYr,False,54,resign,black,20+30,c3 d5 d4 c6 Bd2 f5 Bf4 Nf6 Nf3 Ne4 Nbd2 Nd7 e3 Ndf6 Bd3 g6 O-O e6 Be5 Bg7 Bxf6 Bxf6 Ne5 Nxd2 Qxd2 O-O f4 Bd7 g3 Qe7 g4 Bxe5 fxe5 Qg5 Be2 Rf7 Kh1 Raf8 gxf5 exf5 Rg1 Qh4 Qe1 Qe4+ Rg2 f4 exf4 Rxf4 Bg4 Rf1+ Qxf1 Rxf1+ Rxf1 Bxg4,A00,1,78.0,550,Short,Saragossa Opening,1.44,Master,Advanced,0.02
12155,3BXegkU1,True,68,outoftime,black,10+0,e4 c5 f4 Nc6 c3 d5 e5 Bf5 Bb5 e6 d3 h5 Bxc6+ bxc6 h3 Qh4+ Kf1 Qd8 Nf3 h4 Kg1 Bg6 Kh2 Ne7 Nbd2 Nf5 Nf1 Bh5 Qa4 Qc7 Ng5 Ke7 Be3 d4 cxd4 f6 Ne4 cxd4 Bxd4 fxe5 Bxe5 Qb6 b3 Kd7 Rc1 a5 Nfd2 Be2 Nc4 Qb7 Nxa5 Qb6 Qxc6+ Qxc6 Nxc6 Rxa2 Nb4 Bxb4 Rc7+ Kd8 Rhc1 Ne7 Bxg7 Rg8 Bf6 Ke8 Bxe7 Bxe7,B21,3,19.89,46,Short,Sicilian Defense: McDonnell Attack,0.29,Advanced,Advanced,0.01
12156,7MZ6YxJw,True,137,mate,white,10+0,e4 d6 Nf3 e5 d4 exd4 Nxd4 Nf6 Nc3 Be7 Bd3 O-O O-O Nc6 Nxc6 bxc6 Re1 Ng4 h3 Ne5 Bf4 Bf6 Qe2 Be6 Rad1 a5 Bh2 Qe7 f4 Nd7 e5 dxe5 fxe5 Bg5 Qe4 g6 Qxc6 Qc5+ Qxc5 Nxc5 Ne4 Be7 Nxc5 Bxc5+ Kh1 a4 b3 Bb4 Re4 Bc3 Rc4 Bxc4 Bxc4 Rad8 Rd3 axb3 axb3 Bd4 Rf3 Rde8 e6 fxe6 Bxc7 Rxf3 gxf3 Kg7 Kg2 e5 Bd3 Kf6 Ba5 Be3 Be1 Bf4 b4 Ke6 Be4 Kd6 b5 Be3 c4 Kc5 Bd5 g5 Bf2 Bd4 Be1 h5 Kg3 Rf8 h4 gxh4+ Kxh4 Rh8 Bg3 Kd6 f4 exf4 Bxf4+ Kc5 Bg5 Bf2+ Kh3 h4 Be7+ Kd4 Bf6+ Kc5 Bxh8 Kb6 Bf6 Kc5 Bxh4 Bd4 Be7+ Kb6 Bd8+ Ka7 Kg4 Bg1 Kf5 Bc5 Ke6 Bg1 Kd7 Bf2 Kc6 Kb8 Be6 Bg1 c5 Bh2 Kb6 Bg1 Bc7+ Ka8 Bd5#,C41,8,18.55,10,Short,Philidor Defense: Exchange Variation,0.14,Advanced,Advanced,0.01
12157,5XmQAki6,True,59,mate,white,10+0,e4 d5 Nc3 Nf6 exd5 Nxd5 Nf3 Bg4 Be2 Nf4 O-O Nd7 d4 e6 Bxf4 Bd6 Bxd6 cxd6 Re1 O-O h3 Bxf3 Bxf3 d5 g3 e5 dxe5 Qc7 Nxd5 Qa5 Ne7+ Kh8 Qxd7 b6 Bxa8 Rxa8 Nc8 h6 e6 Qc5 Qe8+ Kh7 exf7 Rxc8 Qxc8 Qxc8 Re8 Qxc2 f8=Q Kg6 Re6+ Kh7 Rae1 Qc7 h4 a5 h5 g6 hxg6#,B02,4,16.13,594,Short,Alekhine Defense: Scandinavian Variation,0.27,Advanced,Intermediate,0.02
12158,j71jhVzv,True,85,draw,draw,10+0,d4 c6 e3 e6 Bd3 d5 h4 f5 h5 Nf6 h6 g6 Nf3 Ng4 Ne5 Nxh6 Qf3 Bg7 b3 Qc7 Ba3 Bxe5 Rxh6 Qg7 Rh1 Bf6 c4 Nd7 cxd5 exd5 Nc3 Kd8 Qf4 Be7 Bxe7+ Qxe7 Ke2 Nf6 f3 Nh5 Qh2 Re8 Qh4 g5 Qf2 Ng3+ Qxg3 Qxe3+ Kf1 Qxd3+ Kg1 Qxc3 Qxg5+ Kc7 Qg7+ Kb6 Kh2 Rg8 Qe7 Qxd4 a4 Qf4+ Kg1 Qd4+ Kh2 Be6 b4 Ka6 b5+ Ka5 Qxe6 Rg6 Qe1+ Kb6 a5+ Kc7 Qe7+ Kc8 Qe8+ Kc7 Qe7+ Kc8 Qe8+ Kc7 Qe7+,A40,1,10.81,-382,Short,Queen's Pawn,0.13,Intermediate,Advanced,0.01
12159,QmX0nXuk,False,103,mate,white,5+15,d4 d5 c4 e6 Nf3 Nd7 g3 Bd6 Bg2 h6 O-O Ngf6 Qc2 c6 Nbd2 b6 e4 dxe4 Nxe4 Nxe4 Qxe4 Bb7 Ne5 Bxe5 dxe5 Nc5 Qe2 Qd3 Qxd3 Nxd3 f4 Nxc1 Raxc1 Rd8 Rfd1 Ke7 Kf2 Rd7 Rxd7+ Kxd7 c5 Kc7 b4 b5 Rd1 a5 Rd4 axb4 Rxb4 Ra8 Rb2 Ra4 Bf1 Ra3 Rc2 b4 Bc4 Ba6 Bb3 Bb5 Ke3 Ra8 Rd2 Rd8 Rd6 g6 Ke4 h5 Kf3 Rh8 Kg2 Rd8 Kh3 Bf1+ Kh4 Rb8 Kg5 Rb5 Rd1 Be2 Rc1 Rb8 Kf6 h4 Kxf7 Bd3 Bxe6 hxg3 hxg3 Bf5 Bxf5 gxf5 e6 b3 axb3 Rxb3 e7 Rxg3 e8=Q Kb7 Rb1+ Ka6 Qa8#,D30,4,35.02,481,Short,Queen's Gambit Declined,0.34,Master,Advanced,0.01
12160,dlEPm7mH,False,32,resign,white,5+15,d4 e6 c4 c6 Nf3 d5 g3 Bd7 Bg2 Na6 O-O Nf6 b3 h6 Nbd2 Bd6 Bb2 c5 cxd5 exd5 Rc1 cxd4 Nxd4 Nb4 a3 Na6 b4 O-O N2b3 b6 Nc6 Be6,A40,2,18.6,481,Short,Horwitz Defense,0.58,Master,Advanced,0.03
