Rated_(T/F),Number_of_Turns,Game_Status,Winner,Time_Increment,Moves,Opening_Eco,Opening_Name,Opening_Ply,Game_Duration,White_Rating_Tier,Black_Rating_Tier,Time_Per_Move,Average Time
1.0,49,3.0,white,30.0,3794,B01,Scandinavian Defense,2,0.0,2.0,1.0,0.16,0.02
0.0,60,3.0,black,15.166666666666666,1583,D10,Slav Defense #2,5,0.0,1.0,3.0,0.34,0.02
0.0,47,1.0,white,15.166666666666666,472,D07,Queen's Gambit Refused: Chigorin Defense,4,0.0,3.0,1.0,0.36,0.02
0.0,69,3.0,white,15.0,3810,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5,0.0,2.0,1.0,0.07,0.01
0.0,18,3.0,black,15.0,5959,C44,King's Pawn Game: Dresden Opening,5,0.0,1.0,2.0,0.1,0.06
1.0,57,1.0,white,10.0,3159,B81,Sicilian Defense: Scheveningen Variation |  Delayed Keres Attack,13,0.0,0.0,0.0,0.12,0.02
1.0,34,0.0,draw,10.166666666666666,6481,C07,French Defense: Tarrasch Variation |  Open System |  Suechting Line,7,0.0,0.0,0.0,0.13,0.03
0.0,45,3.0,white,10.0,4778,C50,Giuoco Piano,6,0.0,0.0,3.0,0.11,0.02
1.0,53,2.0,white,5.133333333333334,975,E76,King's Indian Defense: Steiner Attack,11,0.0,0.0,0.0,0.29,0.02
1.0,51,1.0,white,5.133333333333334,1990,C00,Rat Defense: Small Center Defense,4,0.0,0.0,2.0,0.11,0.02
1.0,44,1.0,black,5.133333333333334,3492,B20,Sicilian Defense,2,0.0,0.0,2.0,0.16,0.02
1.0,64,1.0,black,9.033333333333333,735,A43,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order,5,0.0,3.0,3.0,0.25,0.02
1.0,81,3.0,white,9.033333333333333,4119,B06,Modern Defense: Pseudo-Austrian Attack,7,0.0,3.0,3.0,0.23,0.01
1.0,63,1.0,white,10.0,3845,B01,Scandinavian Defense: Modern Variation #2,4,0.0,3.0,2.0,0.21,0.02
0.0,138,1.0,black,15.25,776,A46,Yusupov-Rubinstein System,5,0.0,3.0,3.0,0.21,0.01
1.0,34,3.0,black,5.083333333333333,1117,A43,Benoni Defense: Benoni-Indian Defense,4,0.0,3.0,3.0,0.17,0.03
1.0,98,3.0,black,10.0,1857,D30,Queen's Gambit Declined,4,0.0,2.0,3.0,0.2,0.01
1.0,78,0.0,draw,10.166666666666666,1266,D00,Queen's Pawn Game: Mason Attack,3,0.0,3.0,3.0,0.36,0.01
1.0,80,2.0,black,8.0,2990,B52,Sicilian Defense: Canal Attack |  Main Line,6,0.0,3.0,3.0,0.2,0.01
1.0,77,2.0,white,10.033333333333333,797,A49,East Indian Defense,4,0.0,3.0,3.0,0.29,0.01
1.0,47,3.0,white,15.033333333333333,919,E14,Queen's Indian Defense: Spassky System,7,0.0,3.0,3.0,0.22,0.02
1.0,71,3.0,black,1.5,1407,D04,Queen's Pawn Game: Colle System |  Anti-Colle,6,0.0,3.0,3.0,0.2,0.01
1.0,60,3.0,black,9.0,3013,B50,Sicilian Defense,4,0.0,0.0,3.0,0.09,0.02
1.0,55,1.0,white,10.0,1147,D11,Slav Defense: Bonet Gambit,7,0.0,0.0,0.0,0.09,0.02
1.0,27,3.0,white,10.0,2003,A40,Englund Gambit Complex: Englund Gambit,6,0.0,0.0,0.0,0.07,0.04
1.0,81,3.0,black,10.0,964,E61,King's Indian Defense,6,0.0,0.0,0.0,0.14,0.01
1.0,90,3.0,black,10.0,1779,D53,Queen's Gambit Declined: 4.Bg5 Be7 |  5.e3 O-O,10,0.0,0.0,0.0,0.09,0.01
1.0,54,3.0,black,10.0,1840,D30,Queen's Gambit Declined: Traditional Variation,7,0.0,0.0,0.0,0.11,0.02
1.0,105,3.0,white,10.0,1778,D53,Queen's Gambit Declined: 4.Bg5 Be7,8,0.0,0.0,0.0,0.1,0.01
1.0,83,3.0,white,10.0,1079,A40,Queen's Pawn,1,0.0,0.0,0.0,0.08,0.01
1.0,76,1.0,black,10.0,1323,D01,Queen's Pawn Game: Veresov Attack |  Classical Defense,7,0.0,2.0,0.0,0.17,0.01
1.0,89,1.0,white,10.0,1610,D11,Slav Defense: Modern Line,5,0.0,0.0,0.0,0.09,0.01
1.0,35,3.0,white,10.0,758,A46,Torre Attack #2,3,0.0,0.0,0.0,0.12,0.03
1.0,80,1.0,black,10.0,1949,D00,Queen's Pawn Game,2,0.0,0.0,0.0,0.12,0.01
1.0,84,3.0,black,10.0,1781,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,11,0.0,0.0,0.0,0.09,0.01
1.0,37,3.0,white,10.0,1081,A40,Queen's Pawn,1,0.0,0.0,2.0,0.07,0.03
1.0,100,1.0,black,10.0,4553,C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,0.0,0.0,0.0,0.09,0.01
1.0,68,3.0,black,10.0,1337,D02,Queen's Pawn Game: Zukertort Variation,3,0.0,0.0,0.0,0.13,0.01
1.0,25,3.0,white,10.0,1406,D52,Queen's Gambit Declined: Cambridge Springs Variation,12,0.0,0.0,3.0,0.09,0.04
1.0,70,3.0,black,10.0,4575,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,9,0.0,2.0,0.0,0.13,0.01
1.0,85,1.0,white,10.0,5271,C55,Italian Game: Scotch Gambit |  Walbrodt-Baird Gambit,11,0.0,0.0,0.0,0.15,0.01
1.0,81,3.0,black,10.0,1405,D55,Queen's Gambit Declined: Neo-Orthodox Variation,12,0.0,0.0,0.0,0.16,0.01
1.0,102,3.0,black,10.0,4552,C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,0.0,0.0,0.0,0.15,0.01
1.0,62,3.0,black,10.0,4734,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,11,0.0,0.0,0.0,0.17,0.02
1.0,35,1.0,white,10.0,2060,D21,Queen's Gambit Accepted: Rosenthal Variation,6,0.0,0.0,2.0,0.11,0.03
1.0,124,3.0,black,10.0,1382,D02,Queen's Pawn Game: London System,5,0.0,0.0,0.0,0.07,0.01
1.0,61,1.0,white,10.0,1801,D43,Semi-Slav Defense,8,0.0,3.0,0.0,0.21,0.02
1.0,72,3.0,black,10.0,1799,D43,Semi-Slav Defense,8,0.0,0.0,0.0,0.18,0.01
1.0,41,3.0,white,10.0,2058,D30,Queen's Gambit Declined: Traditional Variation,7,0.0,0.0,0.0,0.12,0.02
1.0,57,1.0,white,10.0,1988,B07,Pirc Defense #5,3,0.0,0.0,0.0,0.09,0.02
1.0,37,3.0,white,10.0,6113,C30,King's Gambit Declined: Keene's Defense #2,5,0.0,0.0,0.0,0.1,0.03
1.0,97,3.0,white,10.0,4159,C23,Bishop's Opening: Lewis Gambit,5,0.0,0.0,3.0,0.1,0.01
1.0,67,3.0,white,10.0,757,E64,King's Indian Defense: Fianchetto Variation |  Yugoslav System |  without Nc3,12,0.0,3.0,0.0,0.17,0.01
1.0,71,0.0,draw,10.0,746,D30,Queen's Gambit Declined: Vienna Variation,8,0.0,3.0,3.0,0.15,0.01
1.0,138,0.0,draw,10.0,6126,C30,King's Gambit,3,0.0,0.0,3.0,0.11,0.01
1.0,40,3.0,black,5.133333333333334,775,A46,Yusupov-Rubinstein System,5,0.0,0.0,0.0,0.12,0.02
1.0,111,1.0,white,15.0,1764,D31,Queen's Gambit Declined: Queen's Knight Variation,5,0.0,0.0,0.0,0.2,0.01
1.0,54,1.0,black,10.0,4428,C64,Ruy Lopez: Classical Variation,6,0.0,0.0,0.0,0.29,0.02
1.0,33,3.0,white,10.0,1438,D02,Queen's Pawn Game: Zukertort Variation,3,0.0,0.0,0.0,0.27,0.03
1.0,90,3.0,black,10.0,1379,D02,Queen's Pawn Game: London System,5,0.0,0.0,0.0,0.14,0.01
1.0,90,3.0,black,10.0,4449,C64,Ruy Lopez: Classical Variation |  Central Variation,7,0.0,0.0,0.0,0.19,0.01
1.0,40,1.0,black,10.0,4306,C24,Bishop's Opening: Ponziani Gambit,5,0.0,0.0,0.0,0.11,0.02
1.0,49,2.0,white,8.0,734,A43,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order,5,0.0,0.0,0.0,0.16,0.02
1.0,56,3.0,black,10.0,2920,B56,Sicilian Defense: Classical Variation,10,0.0,0.0,0.0,0.12,0.02
1.0,125,3.0,white,10.0,4452,C64,Ruy Lopez: Classical Variation |  Central Variation,7,0.0,0.0,0.0,0.14,0.01
1.0,55,3.0,white,10.0,2814,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,0.0,0.0,0.0,0.15,0.02
1.0,112,3.0,black,10.0,2586,B00,Owen Defense,2,0.0,0.0,0.0,0.14,0.01
1.0,64,3.0,black,10.0,6299,C00,French Defense: Knight Variation,3,0.0,0.0,0.0,0.16,0.02
1.0,55,3.0,white,10.0,2518,B03,Alekhine Defense: Four Pawns Attack |  Trifunovic Variation,10,0.0,0.0,0.0,0.23,0.02
1.0,56,3.0,black,10.0,2198,A85,Dutch Defense: Queen's Knight Variation,5,0.0,0.0,0.0,0.17,0.02
1.0,37,1.0,white,10.0,3028,B50,Sicilian Defense,4,0.0,2.0,0.0,0.38,0.03
1.0,81,3.0,white,10.0,4714,C63,Ruy Lopez: Schliemann Defense,6,0.0,0.0,0.0,0.15,0.01
1.0,67,3.0,white,10.0,3406,B20,Sicilian Defense: Staunton-Cochrane Variation,3,0.0,0.0,0.0,0.18,0.02
1.0,86,3.0,black,10.0,4693,C62,Ruy Lopez: Steinitz Defense,6,0.0,0.0,0.0,0.15,0.01
1.0,70,1.0,black,10.0,2170,A80,Dutch Defense: Hopton Attack,3,0.0,0.0,0.0,0.25,0.01
0.0,106,1.0,black,15.083333333333334,2684,B20,Sicilian Defense: Bowdler Attack,3,0.0,0.0,0.0,0.18,0.01
1.0,56,1.0,black,10.0,3075,B50,Sicilian Defense: Delayed Alapin,5,0.0,0.0,0.0,0.23,0.02
1.0,39,1.0,white,15.083333333333334,6233,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4,0.0,0.0,1.0,0.18,0.03
1.0,100,1.0,black,10.0,3661,B12,Caro-Kann Defense: Modern Variation,5,0.0,0.0,0.0,0.19,0.01
1.0,117,1.0,white,10.0,4721,C60,Ruy Lopez: Nuernberg Variation,6,0.0,0.0,0.0,0.16,0.01
1.0,63,3.0,white,10.0,2519,B03,Alekhine Defense: Four Pawns Attack |  Main Line,13,0.0,0.0,3.0,0.24,0.02
1.0,86,2.0,black,10.0,2689,B20,Sicilian Defense: Bowdler Attack,3,0.0,0.0,0.0,0.24,0.01
1.0,80,1.0,black,10.0,2196,A85,Dutch Defense: Queen's Knight Variation,5,0.0,0.0,0.0,0.21,0.01
0.0,71,1.0,white,17.05,6865,A00,Kadas Opening,1,0.0,0.0,2.0,0.24,0.01
0.0,81,3.0,white,17.05,2995,B52,Sicilian Defense: Canal Attack |  Main Line,6,0.0,2.0,0.0,0.34,0.01
1.0,59,3.0,black,15.083333333333334,3023,B50,Sicilian Defense,4,0.0,2.0,0.0,0.35,0.02
0.0,109,3.0,white,15.083333333333334,3153,B90,Sicilian Defense: Najdorf Variation |  English Attack,11,0.0,0.0,2.0,0.23,0.01
1.0,34,1.0,black,15.083333333333334,3088,B50,Sicilian Defense,4,0.0,2.0,0.0,0.54,0.03
1.0,113,3.0,white,15.0,3144,B84,Sicilian Defense: Scheveningen Variation |  Classical Variation,12,0.0,0.0,0.0,0.22,0.01
1.0,134,2.0,black,15.0,3295,B43,Sicilian Defense: Kan Variation |  Knight Variation,9,0.0,0.0,0.0,0.2,0.01
1.0,103,3.0,white,5.133333333333334,2674,B20,Sicilian Defense: Bowdler Attack,3,0.0,0.0,0.0,0.15,0.01
1.0,53,3.0,white,1.3166666666666667,5419,C42,Russian Game: Three Knights Game,5,0.0,0.0,0.0,0.25,0.02
1.0,47,3.0,white,15.0,2197,A85,Dutch Defense: Queen's Knight Variation,5,0.0,0.0,0.0,0.38,0.02
1.0,54,3.0,black,15.0,2818,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,0.0,0.0,0.0,0.21,0.02
1.0,143,2.0,white,15.0,2168,A80,Dutch Defense,2,0.0,0.0,0.0,0.21,0.01
1.0,24,3.0,black,5.083333333333333,2178,A80,Dutch Defense,2,0.0,0.0,0.0,0.09,0.04
1.0,33,1.0,white,5.133333333333334,3642,B15,Caro-Kann Defense,5,0.0,0.0,0.0,0.22,0.03
1.0,67,1.0,white,15.0,5794,C41,Philidor Defense: Exchange Variation,8,0.0,0.0,0.0,0.14,0.01
1.0,53,3.0,white,15.0,6433,C15,French Defense: Winawer Variation,6,0.0,0.0,0.0,0.38,0.02
1.0,54,3.0,black,10.0,3026,B50,Sicilian Defense,4,0.0,0.0,0.0,0.13,0.02
1.0,49,3.0,black,10.0,2200,A85,Dutch Defense: Queen's Knight Variation,5,0.0,0.0,0.0,0.12,0.02
1.0,30,3.0,black,6.1,4545,C70,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8,0.0,0.0,0.0,0.22,0.03
1.0,41,3.0,white,15.0,2673,B20,Sicilian Defense: Bowdler Attack,3,0.0,2.0,0.0,0.16,0.02
1.0,62,1.0,black,15.1,3182,B80,Sicilian Defense: Scheveningen Variation |  English Attack #2,13,0.0,0.0,0.0,0.43,0.02
1.0,118,3.0,black,7.083333333333333,2203,A84,Dutch Defense: Normal Variation,4,0.0,0.0,0.0,0.15,0.01
1.0,66,3.0,black,10.166666666666666,5801,C41,Philidor Defense: Exchange Variation,8,0.0,0.0,3.0,0.39,0.02
0.0,43,2.0,white,10.166666666666666,915,E21,Nimzo-Indian Defense: Three Knights Variation |  Duchamp Variation,8,0.0,0.0,3.0,0.48,0.02
0.0,61,3.0,white,10.0,5449,C42,Russian Game: Three Knights Game,5,0.0,2.0,2.0,0.11,0.02
0.0,85,2.0,white,10.0,2535,B02,Alekhine Defense: Mokele Mbembe,4,0.0,2.0,2.0,0.2,0.01
0.0,45,1.0,white,10.0,1687,D20,Queen's Gambit Accepted: Old Variation,5,0.0,2.0,2.0,0.21,0.02
0.0,23,1.0,white,10.0,6030,C22,Center Game: Hall Variation,7,0.0,2.0,2.0,0.14,0.04
0.0,36,3.0,black,10.0,4822,C53,Italian Game: Classical Variation #2,7,0.0,2.0,2.0,0.15,0.03
0.0,144,3.0,black,10.0,5683,C41,Philidor Defense #3,5,0.0,2.0,2.0,0.1,0.01
0.0,88,1.0,black,10.0,2327,D00,Queen's Pawn Game #2,3,0.0,2.0,2.0,0.14,0.01
0.0,45,3.0,white,10.0,4412,C40,King's Knight Opening,3,0.0,2.0,2.0,0.13,0.02
0.0,40,3.0,black,10.0,4252,C42,Russian Game: Urusov Gambit,5,0.0,2.0,2.0,0.13,0.02
0.0,30,3.0,black,10.0,6605,C00,French Defense,4,0.0,2.0,2.0,0.07,0.03
0.0,23,3.0,white,10.0,3914,B01,Scandinavian Defense: Gubinsky-Melts Defense,6,0.0,2.0,2.0,0.1,0.04
0.0,59,3.0,white,10.0,5607,C41,Philidor Defense #4,6,0.0,2.0,2.0,0.14,0.02
0.0,61,3.0,white,10.0,2478,C50,Four Knights Game: Italian Variation,8,0.0,2.0,2.0,0.17,0.02
0.0,58,3.0,black,10.0,2851,B30,Sicilian Defense: Old Sicilian,4,0.0,2.0,2.0,0.16,0.02
0.0,15,3.0,white,10.0,1938,D00,Blackmar-Diemer Gambit: Ryder Gambit,9,0.0,2.0,2.0,0.07,0.07
0.0,51,3.0,white,10.0,86,A04,Zukertort Opening: Sicilian Invitation,2,0.0,2.0,2.0,0.17,0.02
0.0,55,3.0,white,10.0,3408,B20,Sicilian Defense: Staunton-Cochrane Variation,3,0.0,2.0,2.0,0.17,0.02
0.0,55,3.0,white,10.0,5425,C48,Four Knights Game: Spanish Variation |  Classical Variation,8,0.0,2.0,2.0,0.15,0.02
0.0,62,3.0,black,10.0,2558,B00,Owen Defense,2,0.0,2.0,2.0,0.11,0.02
0.0,74,3.0,black,10.0,5885,C40,King's Knight Opening,3,0.0,2.0,2.0,0.09,0.01
0.0,134,1.0,black,10.166666666666666,6208,C00,French Defense: Two Knights Variation,5,0.0,2.0,2.0,0.13,0.01
0.0,87,3.0,white,10.166666666666666,5429,C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,0.0,2.0,2.0,0.15,0.01
0.0,54,1.0,black,10.166666666666666,53,A15,English Opening: Anglo-Indian Defense |  King's Knight Variation,3,0.0,2.0,2.0,0.27,0.02
0.0,66,1.0,black,10.166666666666666,6510,C02,French Defense: Advance Variation |  Nimzowitsch System,7,0.0,2.0,2.0,0.24,0.01
0.0,79,1.0,white,10.166666666666666,4670,C62,Ruy Lopez: Steinitz Defense,6,0.0,2.0,2.0,0.19,0.01
0.0,58,3.0,black,10.0,5079,C55,Italian Game: Anti-Fried Liver Defense,6,0.0,2.0,2.0,0.13,0.02
0.0,21,3.0,black,10.0,6425,C00,French Defense: Normal Variation,3,0.0,2.0,2.0,0.08,0.05
0.0,43,3.0,white,10.0,5870,C40,King's Pawn Game: Damiano Defense,4,0.0,2.0,2.0,0.11,0.02
0.0,58,1.0,black,10.0,5993,C20,King's Pawn Game: Leonardis Variation,3,0.0,2.0,2.0,0.13,0.02
0.0,103,3.0,white,10.0,2581,B00,Owen Defense,2,0.0,2.0,2.0,0.12,0.01
1.0,106,1.0,black,10.083333333333334,615,A00,Mieses Opening,1,0.0,1.0,0.0,0.22,0.01
1.0,31,3.0,white,10.083333333333334,243,A05,King's Indian Attack: Wahls Defense,10,0.0,0.0,1.0,0.08,0.03
1.0,12,3.0,black,10.083333333333334,3110,B57,Sicilian Defense: Modern Variations |  Main Line,8,0.0,1.0,0.0,0.1,0.09
0.0,69,1.0,white,10.0,3494,B20,Sicilian Defense,2,0.0,0.0,2.0,0.08,0.01
0.0,50,1.0,black,10.0,493,A25,English Opening: King's English Variation |  Reversed Closed Sicilian,4,0.0,2.0,0.0,0.07,0.02
0.0,87,1.0,white,10.0,81,A04,Zukertort Opening: Queenside Fianchetto Variation,2,0.0,0.0,2.0,0.09,0.01
1.0,45,3.0,white,10.0,3622,B10,Caro-Kann Defense,2,0.0,2.0,2.0,0.17,0.02
1.0,24,1.0,black,10.0,6761,A03,Bird Opening: Dutch Variation,2,0.0,2.0,2.0,0.07,0.04
1.0,25,1.0,white,10.0,458,A10,English Opening: Anglo-Scandinavian Defense,2,0.0,2.0,2.0,0.1,0.04
1.0,32,3.0,black,10.0,5391,C44,King's Knight Opening: Konstantinopolsky,5,0.0,2.0,2.0,0.07,0.03
1.0,78,3.0,black,10.0,596,A10,English Opening: Great Snake Variation,2,0.0,2.0,2.0,0.16,0.01
1.0,26,3.0,black,10.0,2711,B20,Sicilian Defense: Bowdler Attack,3,0.0,0.0,2.0,0.13,0.04
1.0,29,3.0,black,10.0,2307,A00,Van't Kruijs Opening,1,0.0,2.0,2.0,0.09,0.03
1.0,60,3.0,black,10.0,1430,D02,Queen's Pawn Game: Zukertort Variation,3,0.0,2.0,2.0,0.16,0.02
1.0,47,3.0,white,10.0,535,A20,English Opening: King's English Variation,2,0.0,2.0,1.0,0.15,0.02
1.0,44,2.0,black,10.0,1954,D00,Queen's Pawn Game,2,0.0,2.0,2.0,0.33,0.02
1.0,63,3.0,white,10.0,491,A25,English Opening: King's English Variation |  Reversed Closed Sicilian,4,0.0,2.0,2.0,0.19,0.02
1.0,73,3.0,black,10.0,3779,B01,Scandinavian Defense,2,0.0,2.0,2.0,0.11,0.01
1.0,61,3.0,white,10.0,3695,B12,Caro-Kann Defense: Advance Variation |  Bayonet Attack,7,0.0,2.0,2.0,0.16,0.02
1.0,51,3.0,white,10.0,537,A20,English Opening: King's English Variation,2,0.0,2.0,2.0,0.2,0.02
1.0,109,2.0,white,10.0,212,A04,Zukertort Opening: Queen's Gambit Invitation,2,0.0,2.0,2.0,0.18,0.01
1.0,31,3.0,black,10.0,3625,B10,Caro-Kann Defense,2,0.0,2.0,2.0,0.14,0.03
1.0,39,1.0,white,10.0,216,A04,Zukertort Opening: Queen's Gambit Invitation,2,0.0,2.0,2.0,0.21,0.03
1.0,66,3.0,black,10.0,3764,B10,Caro-Kann Defense,2,0.0,2.0,2.0,0.13,0.02
1.0,89,3.0,white,10.0,594,A10,English Opening,1,0.0,2.0,2.0,0.14,0.01
1.0,50,3.0,white,10.0,3451,B21,Sicilian Defense: Smith-Morra Gambit #2,3,0.0,2.0,2.0,0.17,0.02
1.0,77,3.0,black,10.0,236,A04,Zukertort Opening: Kingside Fianchetto,2,0.0,2.0,2.0,0.09,0.01
1.0,34,3.0,black,10.0,5954,C20,King's Pawn Game: Macleod Attack,3,0.0,2.0,2.0,0.11,0.03
1.0,42,3.0,white,10.0,157,D02,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,5,0.0,2.0,2.0,0.19,0.02
1.0,24,3.0,black,10.0,3643,B15,Caro-Kann Defense,5,0.0,2.0,2.0,0.12,0.04
1.0,104,3.0,black,10.0,443,A11,English Opening: Caro-Kann Defensive System,2,0.0,2.0,2.0,0.08,0.01
1.0,82,1.0,black,10.0,4407,C40,King's Pawn Game: Busch-Gass Gambit,4,0.0,2.0,2.0,0.12,0.01
1.0,71,1.0,white,10.0,5978,C20,King's Pawn Game: Leonardis Variation,3,0.0,2.0,2.0,0.2,0.01
1.0,51,1.0,white,10.0,1613,D10,Slav Defense,4,0.0,2.0,2.0,0.15,0.02
1.0,39,3.0,white,10.0,436,B20,Sicilian Defense: Staunton-Cochrane Variation,3,0.0,2.0,2.0,0.12,0.03
1.0,88,3.0,black,10.0,5955,C20,King's Pawn Game: Macleod Attack,3,0.0,2.0,2.0,0.12,0.01
1.0,40,3.0,black,10.0,1255,D00,Queen's Pawn Game: Mason Attack,3,0.0,2.0,2.0,0.13,0.02
1.0,45,3.0,black,10.0,143,D02,Queen's Pawn Game: Chigorin Variation,4,0.0,2.0,2.0,0.16,0.02
1.0,107,1.0,white,10.0,5956,C20,King's Pawn Game: Macleod Attack,3,0.0,2.0,2.0,0.14,0.01
1.0,54,1.0,black,10.0,3401,B20,Sicilian Defense: Staunton-Cochrane Variation,3,0.0,2.0,2.0,0.14,0.02
1.0,34,1.0,black,10.0,3352,B22,Sicilian Defense: Alapin Variation,3,0.0,2.0,2.0,0.06,0.03
1.0,70,1.0,black,10.0,3753,B12,Caro-Kann Defense: Maroczy Variation,5,0.0,2.0,2.0,0.15,0.01
1.0,43,1.0,white,10.0,3659,B15,Caro-Kann Defense,5,0.0,2.0,2.0,0.11,0.02
1.0,35,3.0,white,10.0,2576,B00,Owen Defense,2,0.0,2.0,2.0,0.09,0.03
1.0,39,0.0,draw,10.0,3801,B01,Scandinavian Defense,2,0.0,2.0,2.0,0.07,0.03
1.0,47,3.0,white,10.0,257,A00,Anderssen Opening,1,0.0,2.0,2.0,0.12,0.02
1.0,63,1.0,white,10.0,5948,C55,Italian Game: Two Knights Defense |  de Riviere Gambit,7,0.0,2.0,2.0,0.15,0.02
1.0,129,2.0,white,10.0,36,A04,Zukertort Opening: Black Mustang Defense,2,0.0,2.0,2.0,0.12,0.01
1.0,90,1.0,black,10.0,5912,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4,0.0,2.0,2.0,0.17,0.01
1.0,45,3.0,white,10.0,5167,C46,Three Knights Opening,5,0.0,2.0,2.0,0.08,0.02
1.0,118,1.0,black,10.0,5166,C46,Three Knights Opening,5,0.0,2.0,2.0,0.1,0.01
1.0,49,1.0,white,10.0,5137,C46,Four Knights Game: Italian Variation,7,0.0,2.0,2.0,0.08,0.02
1.0,64,3.0,black,10.0,5703,C41,Philidor Defense #2,4,0.0,2.0,2.0,0.1,0.02
1.0,42,1.0,black,10.0,4925,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11,0.0,2.0,2.0,0.14,0.02
1.0,34,0.0,draw,30.0,3815,B01,Scandinavian Defense,2,0.0,1.0,2.0,0.56,0.03
0.0,25,3.0,white,30.0,3238,B50,Sicilian Defense,4,0.0,1.0,2.0,0.33,0.04
0.0,20,3.0,white,30.0,3468,B21,Sicilian Defense: Smith-Morra Gambit #2,3,0.0,1.0,2.0,0.26,0.05
1.0,98,0.0,draw,10.0,2342,A00,Van't Kruijs Opening,1,0.0,2.0,2.0,0.06,0.01
0.0,37,3.0,white,30.0,5378,C45,Scotch Game,7,0.0,1.0,2.0,0.17,0.03
1.0,70,1.0,black,7.033333333333333,514,A22,English Opening: Carls-Bremen System,5,0.0,0.0,2.0,0.17,0.01
1.0,60,1.0,black,7.033333333333333,3623,B10,Caro-Kann Defense,2,0.0,0.0,0.0,0.17,0.02
1.0,53,1.0,white,7.033333333333333,460,A10,English Opening: Anglo-Scandinavian Defense |  Malvinas Variation,6,0.0,2.0,0.0,0.22,0.02
1.0,66,3.0,white,7.033333333333333,4064,B07,Czech Defense,6,0.0,0.0,0.0,0.2,0.02
1.0,80,2.0,black,7.033333333333333,462,A10,English Opening: Anglo-Scandinavian Defense,2,0.0,0.0,0.0,0.17,0.01
1.0,53,2.0,white,7.033333333333333,361,A34,English Opening: Symmetrical Variation |  Fianchetto Variation,5,0.0,0.0,2.0,0.3,0.02
1.0,111,0.0,draw,7.033333333333333,592,A10,English Opening: Anglo-Dutch Defense,2,0.0,2.0,2.0,0.12,0.01
1.0,50,2.0,black,7.033333333333333,1974,A53,Old Indian: Czech Variation,7,0.0,2.0,2.0,0.31,0.02
1.0,22,3.0,black,7.033333333333333,1973,A53,Old Indian Defense,4,0.0,2.0,2.0,0.32,0.05
1.0,83,1.0,white,7.033333333333333,438,A30,English Opening: Symmetrical Variation,2,0.0,2.0,2.0,0.19,0.01
1.0,109,1.0,white,7.033333333333333,437,A30,English Opening: Symmetrical Variation,2,0.0,2.0,2.0,0.12,0.01
1.0,61,3.0,white,7.033333333333333,498,A25,English Opening: King's English Variation |  Reversed Closed Sicilian,4,0.0,2.0,0.0,0.25,0.02
1.0,61,3.0,white,7.033333333333333,2148,C15,French Defense: Winawer Variation |  Fingerslip Variation,7,0.0,2.0,2.0,0.2,0.02
1.0,63,2.0,white,7.033333333333333,399,A15,English Opening: Anglo-Indian Defense,2,0.0,2.0,2.0,0.26,0.02
1.0,43,1.0,white,7.033333333333333,1742,D20,Queen's Gambit Accepted: Saduleto Variation,5,0.0,2.0,2.0,0.09,0.02
1.0,61,3.0,white,7.033333333333333,3594,B10,Caro-Kann Defense,2,0.0,2.0,2.0,0.15,0.02
1.0,98,2.0,black,7.033333333333333,1812,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,10,0.0,2.0,0.0,0.15,0.01
1.0,107,0.0,draw,7.033333333333333,3572,B10,Caro-Kann Defense,2,0.0,0.0,2.0,0.15,0.01
1.0,94,3.0,black,7.033333333333333,1734,D20,Queen's Gambit Accepted: Central Variation |  McDonnell Defense,6,0.0,2.0,2.0,0.16,0.01
1.0,86,3.0,black,7.033333333333333,3602,B10,Caro-Kann Defense,2,0.0,2.0,2.0,0.19,0.01
1.0,31,3.0,white,7.033333333333333,1802,D35,Queen's Gambit Declined: Exchange Variation,7,0.0,2.0,2.0,0.18,0.03
1.0,133,1.0,white,7.033333333333333,3549,B00,Caro-Kann Defense: Hillbilly Attack,3,0.0,2.0,2.0,0.12,0.01
1.0,72,1.0,black,7.033333333333333,1160,D10,Slav Defense,4,0.0,2.0,2.0,0.2,0.01
1.0,88,0.0,draw,7.033333333333333,1804,D35,Queen's Gambit Declined: Exchange Variation,7,0.0,2.0,0.0,0.19,0.01
1.0,126,0.0,draw,7.033333333333333,1321,D00,Queen's Pawn Game: Chigorin Variation,3,0.0,0.0,2.0,0.12,0.01
